canonical_image_id,split,selected_source,source_path,sha256,dhash,annotation_count,provenance,automatic_corrections
16685e90ac8c0dd5b226,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-01 (1)_jpeg.rf.zfgb9sOl0mnr43kwwiq3.jpeg,16685e90ac8c0dd5b226c795dce371fb1961d894f0538a61dc12ad4e87da0eff,0f3e2030323242d9,141,manual_original,
a967185b72a76fe4f4ed,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-02_jpeg.rf.iDwMoXHipeFP0XIO0k3Y.jpeg,a967185b72a76fe4f4edbb338fe7455117aa84d1af5fc9bfa387028958476201,4f4658d9d9d9de5a,52,manual_original,
7321fbf57a2a59fbe92f,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-05_jpeg.rf.mA0MoR3CdrGRxjr4gNAE.jpeg,7321fbf57a2a59fbe92f23fe897888110724355c203236897a22a490395d9571,73434a45434b4fef,2,manual_original,
8cf21842b7f726424ebf,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-09 (1)_jpeg.rf.kIbm1ucsw1tEPHAe06LH.jpeg,8cf21842b7f726424ebf35580487766b800b9fd914cf80bb5d6bbb1b55b463b2,8a8adbeaeafafefb,105,manual_original,clipped_manual_export_geometry
5fcf798347401b5f7d9a,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-10_jpeg.rf.zcyr7dezW2QA2amfwZ3n.jpeg,5fcf798347401b5f7d9a1a68979a8979c35f04f0b29c4a1759d65bc92e76b748,7f2f2969658dadac,39,manual_original,
f2d1c674f52306c0318a,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-16_jpeg.rf.kUCiyTYUG3iZOE6kjeKe.jpeg,f2d1c674f52306c0318ab5057885503ff61db06116c1826ca3a460201da02a4b,0c4c6767e0801c3c,38,manual_original,clipped_manual_export_geometry
fb5bd22bfe8d1b3da171,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-17 (2)_jpeg.rf.iECh2xLEgym5rdfgKB4O.jpeg,fb5bd22bfe8d1b3da1714ad9f1ef9f90330d562d6bd499bb6005446886506e66,1313333333362606,18,manual_original,
9aa85d992c70e74dc8c9,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-17_jpeg.rf.yYtOeoLmvxh5siz5Ais8.jpeg,9aa85d992c70e74dc8c90ab1c40854b5b7086e6b2a859632700b98eedaadd4ad,fe1f1e5eda9bdded,33,manual_original,
b7c244ddfb384f38447e,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-18 (1)_jpeg.rf.imm0Utj2EkHrCQx9LTi9.jpeg,b7c244ddfb384f38447ef5ed7b3b6f21edc00299523061090a1de72ae215d9d8,0b039b999bcb17b8,10,manual_original,
c0787e5dfab960ca1425,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-20 (2)_jpeg.rf.hoHdazht0bBTWPLfo3xW.jpeg,c0787e5dfab960ca142539c052860a0f8b8e8814b6eb95cc9b6daa03f2c1e1c8,381f0b2929010f0b,82,manual_original,
a63e3532c9850d20b4c2,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-21_jpeg.rf.YzTVEp2fx5wHPUlqtJOP.jpeg,a63e3532c9850d20b4c2b18b3ed3404ff55f83536cfa99175c688f136999497c,121b1b1919131b1e,17,manual_original,
590d04ebc340cf3b9cb4,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-23_jpeg.rf.aXsZvizvpaHA3lXZhdzI.jpeg,590d04ebc340cf3b9cb4e614a9317c37ff8ad0e224f6da71ee86b8dcad644575,1903a5d5575773c9,68,manual_original,
91faf9ffb18cc8964721,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-28 (1)_jpeg.rf.lHslkDaniHt1xdUvBrDa.jpeg,91faf9ffb18cc8964721a85754ac8b810104ed72ff9f8cbe203ab51b034595db,0224357456120002,74,manual_original,clipped_manual_export_geometry
3569ca230ac9808eaf77,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-32 (1)_jpeg.rf.WrQ9NyPDXfdcULwrot06.jpeg,3569ca230ac9808eaf774e3e0a94c5069f1bae8abf4fbc243be1ca2b5fdd6a4e,fffdfdfaca8a9103,90,manual_original,clipped_manual_export_geometry
8b866324b4890646cd22,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-35_jpeg.rf.dZ19MdRs17pqrKdXfjKQ.jpeg,8b866324b4890646cd22ad88101f47cc5ed56058b577c0ffac02eec6e037a904,fffef4f828390101,80,manual_original,clipped_manual_export_geometry
a0eaf3b3a056decfaca1,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-37_jpeg.rf.zl0DuRCnNhHSp2JE9Ngk.jpeg,a0eaf3b3a056decfaca14aab10871e7487ea61545f6c73f66cea4036a69f25c2,dcf9f4b070706c0d,139,manual_original,
ebad10b14d6ec2c6b534,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-38_jpeg.rf.mg7n388FM8Qtoy37zzCV.jpeg,ebad10b14d6ec2c6b534aecbe65dea3d9bd598bcd9845da6efd831b8ca334bfd,fbffefe1a8b8f19b,159,manual_original,
3d1b17fec0e135d3a3ff,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-41 (1)_jpeg.rf.bqQmiLwiU9rRE4ASLHpW.jpeg,3d1b17fec0e135d3a3ff47d8090cd1b77bf8b527d5cfa4954e4e7b63e389b95c,776760327070b8a6,140,manual_original,
ba00c5508b9b05251661,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-43 (1)_jpeg.rf.v8worUAsjqjwEzKgQPJ4.jpeg,ba00c5508b9b05251661049479988de607aca16f97adb311649b56f3a24daace,f2787d70f0d82685,121,manual_original,
66248568c8810c7503e4,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-45 (1)_jpeg.rf.dUDxM4QAxM6mbLHwTfx6.jpeg,66248568c8810c7503e42a2b6a7e6ee7f7df527f275db763ada51c2520742004,1cdc9cd89818d2dc,14,manual_original,
21fab614bf7ec2361ba2,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-47_jpeg.rf.pczcgbY2U0RPwoPB5NTp.jpeg,21fab614bf7ec2361ba2a86d860558c49382e3e2f35973082bff7b07fc890825,f8b6fad0b4b6b4dc,3,manual_original,
1ee2485148239d37ef15,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-50_jpeg.rf.ZsD7tvyanU7Um2nBNfHy.jpeg,1ee2485148239d37ef1593a3c1d20770a49960e2088413670f89046ab45a8c7e,890949b991677bd8,17,manual_original,
41a1e5bfcf14ef8ed43e,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-52 (1)_jpeg.rf.zjHY9UWh7NFxLvQd5l3q.jpeg,41a1e5bfcf14ef8ed43e48f1bd4f70fe74d1ec81c877cfd306cb27d62891977b,bf34246467649101,8,manual_original,
dee13c08225cdc3360af,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-54 (1)_jpeg.rf.lRomeWVbCLWf5QeTIRUk.jpeg,dee13c08225cdc3360afd8e9e512058a11029be5b631d983c1768e9708e4c4cf,7b31016828282707,75,manual_original,
8fa03876c20d362cde94,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-58_jpeg.rf.goyvsn08dNk3vuBnEzim.jpeg,8fa03876c20d362cde94cee1b269e336815eac53c49bc96eeadd7c44187ca4eb,3f9f9f6b50507921,1,manual_original,
f6ab7d54c2a36c747ca8,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-00 (1)_jpeg.rf.i7jHVthRhRO3wIU1brHY.jpeg,f6ab7d54c2a36c747ca86e557de7bf0d033f7336d23a18ad37da7d809575cd04,220a28a8a8ad4cd9,74,manual_original,
a2716eab9b66aa79ee0f,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-22 (1)_jpeg.rf.zRdwVbLeO5LlSvAodekW.jpeg,a2716eab9b66aa79ee0f534eeef1a0d02de1f4e194f34b0b3ab92c831e4970fb,1130103f6c6460a1,4,manual_original,
fbe0d59572aabedc2e11,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-23 (1)_jpeg.rf.mF965rRrsAZfYSmGL2vS.jpeg,fbe0d59572aabedc2e11c6306971add5252e8394fcbb9e8403c5f77bb026be36,07c78e4c81c84ac0,4,manual_original,
185176b841d0e5f87c5e,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-23 (2)_jpeg.rf.cBYjLVCYZ5VrNJs7POKJ.jpeg,185176b841d0e5f87c5e7e9dd0479990adfd905530c8b785e37f40052f8ea10b,05c5cc4c81c80ac0,4,manual_original,
4b062b366d4ee176d29c,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-26_jpeg.rf.Xpu9dABNWBUaya7zSQCw.jpeg,4b062b366d4ee176d29cb64d8df164d075a6cece1ee12cf7dcfec9845d85b8d0,9d1f3eff7f373f0f,39,manual_original,
5a97b316e66f4e774e26,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-27_jpeg.rf.i0h9YhupsHIvla9qVeVG.jpeg,5a97b316e66f4e774e265433178a772355de35ea9d81341ec5dec480207f8302,be1f3f7f77d71707,19,manual_original,
ad0d90b9a62635f78bcc,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-30_jpeg.rf.bQ5usKxiPk8i9QBEbeDe.jpeg,ad0d90b9a62635f78bcc79eaaf09f6c984a73cd0f438304c2cb51665ab5e663e,7d5b5bd3d3d39388,60,manual_original,clipped_manual_export_geometry
d95f511f72220ec9919a,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-37_jpeg.rf.qTnJrZblLDtg13jYiTYR.jpeg,d95f511f72220ec9919a3cbbde1ff99b301a61d08712c94c544dd6fafaf8ce30,4454545555555555,95,manual_original,
3b3ed50fdc6b4236e467,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-42 (2)_jpeg.rf.fpksSWM5bIXMbtawrKSc.jpeg,3b3ed50fdc6b4236e46729ec8ceeb44332150c0e87b2ad54f47a7b62cac782cf,c0f0b8b0b298b293,8,manual_original,
74c1c55c022a4b7dd1f6,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-43_jpeg.rf.pm7vjAnBB6x99hCtg7Iz.jpeg,74c1c55c022a4b7dd1f628da6785c9ac92d1ca526290d3d9758e410a9d3c9c11,f0c0f081969b393d,5,manual_original,
98d66ec21cca75d245dd,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-45 (1)_jpeg.rf.ZfqC6bVh4j1jBhCzoZMk.jpeg,98d66ec21cca75d245ddab177191290b71f979b8181f3fbae71338870649099d,1a98a58554f16f6d,73,manual_original,
1f4e07b914f69cf7734a,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-45_jpeg.rf.jKrIpdjKuxwt2CALS23L.jpeg,1f4e07b914f69cf7734aeb0d490e82b27d2f86fb604bc3f646693d98112c2e19,275181a1c5e6fccc,23,manual_original,
6230e5bfdf3c5cd5e6ec,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-55_jpeg.rf.h5uieAcUcy5jod4AtLU9.jpeg,6230e5bfdf3c5cd5e6ec040ccffca51c74b714d34d7085f8147ee1e8c4875329,6868e8e86a223327,60,manual_original,
32766c4e23b881d53bb7,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-56 (1)_jpeg.rf.XFedYt5A5YeqDdlnXiOq.jpeg,32766c4e23b881d53bb786447f36f82fd182d108b6f93940a1d0b6607ab0d854,0526428080a8b994,100,manual_original,
12be1ee147e868b1bbb1,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-59-00_jpeg.rf.ZrfO9eMndilpMQ5RgPq5.jpeg,12be1ee147e868b1bbb19b2ca355097fc479d478f423c70a8d3932c8f70ea7b9,038101111010060c,16,manual_original,
ac61c8adecb352729427,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-59-01_jpeg.rf.dIFdPgh6mPjb3Fjk807o.jpeg,ac61c8adecb352729427721f8794cb5f0092c5b2bce051a6516abd5ec9867cea,1e07010101010131,116,manual_original,
015c90fdb6fdfca1f073,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-27_jpeg.rf.yNc8LYCiO65RaRsqxJwp.jpeg,015c90fdb6fdfca1f073cf9ee8b75053cf5df3a7b1d386516b87e56bd3366f95,0323333f3ab40d4b,101,manual_original,
58e3494ec16549e0f358,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-34_jpeg.rf.kVzEh07yC95P7qEpWQ9w.jpeg,58e3494ec16549e0f358e886e3fd365a3ca884982ad7ed8ae6e83b791a74c361,1603110d074343a5,5,manual_original,
3c10ced76389577195fa,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-40_jpeg.rf.ov87GDTsWSOLwfyhS0RW.jpeg,3c10ced76389577195fa8cf61b64ea866d3a7aa6926556a554187c6519af4616,a5771f1f1d362636,17,manual_original,
79864ee402436557415d,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-51_jpeg.rf.qyrSkiqXfQ0akef4ODjm.jpeg,79864ee402436557415d3ab87d218f0f06a309af5ca7236ff311ec56f8876d5a,183e1f6de5355898,7,manual_original,
d7c9bd5da8895bca07a0,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-52 (1)_jpeg.rf.u1npBl7FFoa9DIxKMXc2.jpeg,d7c9bd5da8895bca07a0d7daf2855fc348898f094ab4c0e3ea696efb6ce9f0a6,df17d6d6364e4e9e,30,manual_original,
325eea7a97150b496d15,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-54_jpeg.rf.sdeXG0SQPtHb3Z93RFgo.jpeg,325eea7a97150b496d154116c88eb7265801c0b5686e5d834ff5ba0b4652d723,a6dffbc6f7ff6e7e,4,manual_original,
97c3279e2d30b6f42ce1,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-08 (1)_jpeg.rf.vI8scr3Ioyy8dnnHulz3.jpeg,97c3279e2d30b6f42ce1c9acc17bf7a8604d60343e9036b2aa8c65e83dcf07ee,5012c60630b8c0c7,1,manual_original,
e23f8e171cc5742b551a,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-08_jpeg.rf.qcRgWfGIU2A0BxKuIKOv.jpeg,e23f8e171cc5742b551a417a74ae3f88bb8ea7dd0d59551c32cf02fb065a8acf,1f0f6731f94f4fcd,1,manual_original,
f90557f4640b942981a0,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-09 (1)_jpeg.rf.yezCkKXSBobsltVtqid5.jpeg,f90557f4640b942981a0e95389ccf71c0bffb632d5273692eda04dc750f44173,e7e7eb838bdbc8fd,1,manual_original,
f2dc4416ff8058490f92,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-13 (1)_jpeg.rf.xIPY6A9HgPy0gl960zyF.jpeg,f2dc4416ff8058490f92777e6a9edb2bafc82445275f519960ddf2cde4730c44,40208c6c4c86849c,20,manual_original,
2a44333649367eba470b,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-13_jpeg.rf.YIoqLZuwYOmJtOJqkQ1n.jpeg,2a44333649367eba470b4d2af15b292aa4c6d584b3400d922d946fc80a19e40a,5a199a9a9a5ac363,60,manual_original,
