scene_id,image_id,current_split,view,true_total_trays,true_total_eggs,number_of_stacks,stack_counts_if_known,lighting,distance,camera_angle,occlusion_level,tray_type,source_path,review_status,notes
,16685e90ac8c0dd5b226,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-01 (1)_jpeg.rf.zfgb9sOl0mnr43kwwiq3.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,a967185b72a76fe4f4ed,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-02_jpeg.rf.iDwMoXHipeFP0XIO0k3Y.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,7321fbf57a2a59fbe92f,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-05_jpeg.rf.mA0MoR3CdrGRxjr4gNAE.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,8cf21842b7f726424ebf,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-09 (1)_jpeg.rf.kIbm1ucsw1tEPHAe06LH.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,5fcf798347401b5f7d9a,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-10_jpeg.rf.zcyr7dezW2QA2amfwZ3n.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,f2d1c674f52306c0318a,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-16_jpeg.rf.kUCiyTYUG3iZOE6kjeKe.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,fb5bd22bfe8d1b3da171,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-17 (2)_jpeg.rf.iECh2xLEgym5rdfgKB4O.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,9aa85d992c70e74dc8c9,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-17_jpeg.rf.yYtOeoLmvxh5siz5Ais8.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,b7c244ddfb384f38447e,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-18 (1)_jpeg.rf.imm0Utj2EkHrCQx9LTi9.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,c0787e5dfab960ca1425,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-20 (2)_jpeg.rf.hoHdazht0bBTWPLfo3xW.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,a63e3532c9850d20b4c2,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-21_jpeg.rf.YzTVEp2fx5wHPUlqtJOP.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,590d04ebc340cf3b9cb4,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-23_jpeg.rf.aXsZvizvpaHA3lXZhdzI.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,91faf9ffb18cc8964721,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-28 (1)_jpeg.rf.lHslkDaniHt1xdUvBrDa.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,3569ca230ac9808eaf77,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-32 (1)_jpeg.rf.WrQ9NyPDXfdcULwrot06.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,8b866324b4890646cd22,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-35_jpeg.rf.dZ19MdRs17pqrKdXfjKQ.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,a0eaf3b3a056decfaca1,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-37_jpeg.rf.zl0DuRCnNhHSp2JE9Ngk.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,ebad10b14d6ec2c6b534,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-38_jpeg.rf.mg7n388FM8Qtoy37zzCV.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,3d1b17fec0e135d3a3ff,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-41 (1)_jpeg.rf.bqQmiLwiU9rRE4ASLHpW.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,ba00c5508b9b05251661,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-43 (1)_jpeg.rf.v8worUAsjqjwEzKgQPJ4.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,66248568c8810c7503e4,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-45 (1)_jpeg.rf.dUDxM4QAxM6mbLHwTfx6.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,21fab614bf7ec2361ba2,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-47_jpeg.rf.pczcgbY2U0RPwoPB5NTp.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,1ee2485148239d37ef15,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-50_jpeg.rf.ZsD7tvyanU7Um2nBNfHy.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,41a1e5bfcf14ef8ed43e,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-52 (1)_jpeg.rf.zjHY9UWh7NFxLvQd5l3q.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,dee13c08225cdc3360af,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-54 (1)_jpeg.rf.lRomeWVbCLWf5QeTIRUk.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,8fa03876c20d362cde94,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-58_jpeg.rf.goyvsn08dNk3vuBnEzim.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,f6ab7d54c2a36c747ca8,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-00 (1)_jpeg.rf.i7jHVthRhRO3wIU1brHY.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,a2716eab9b66aa79ee0f,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-22 (1)_jpeg.rf.zRdwVbLeO5LlSvAodekW.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,fbe0d59572aabedc2e11,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-23 (1)_jpeg.rf.mF965rRrsAZfYSmGL2vS.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,185176b841d0e5f87c5e,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-23 (2)_jpeg.rf.cBYjLVCYZ5VrNJs7POKJ.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,4b062b366d4ee176d29c,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-26_jpeg.rf.Xpu9dABNWBUaya7zSQCw.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,5a97b316e66f4e774e26,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-27_jpeg.rf.i0h9YhupsHIvla9qVeVG.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,ad0d90b9a62635f78bcc,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-30_jpeg.rf.bQ5usKxiPk8i9QBEbeDe.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,d95f511f72220ec9919a,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-37_jpeg.rf.qTnJrZblLDtg13jYiTYR.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,3b3ed50fdc6b4236e467,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-42 (2)_jpeg.rf.fpksSWM5bIXMbtawrKSc.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,74c1c55c022a4b7dd1f6,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-43_jpeg.rf.pm7vjAnBB6x99hCtg7Iz.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,98d66ec21cca75d245dd,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-45 (1)_jpeg.rf.ZfqC6bVh4j1jBhCzoZMk.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,1f4e07b914f69cf7734a,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-45_jpeg.rf.jKrIpdjKuxwt2CALS23L.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,6230e5bfdf3c5cd5e6ec,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-55_jpeg.rf.h5uieAcUcy5jod4AtLU9.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,32766c4e23b881d53bb7,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-56 (1)_jpeg.rf.XFedYt5A5YeqDdlnXiOq.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,12be1ee147e868b1bbb1,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-59-00_jpeg.rf.ZrfO9eMndilpMQ5RgPq5.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,ac61c8adecb352729427,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-59-01_jpeg.rf.dIFdPgh6mPjb3Fjk807o.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,015c90fdb6fdfca1f073,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-27_jpeg.rf.yNc8LYCiO65RaRsqxJwp.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,58e3494ec16549e0f358,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-34_jpeg.rf.kVzEh07yC95P7qEpWQ9w.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,3c10ced76389577195fa,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-40_jpeg.rf.ov87GDTsWSOLwfyhS0RW.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,79864ee402436557415d,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-51_jpeg.rf.qyrSkiqXfQ0akef4ODjm.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,d7c9bd5da8895bca07a0,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-52 (1)_jpeg.rf.u1npBl7FFoa9DIxKMXc2.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,325eea7a97150b496d15,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-54_jpeg.rf.sdeXG0SQPtHb3Z93RFgo.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,97c3279e2d30b6f42ce1,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-08 (1)_jpeg.rf.vI8scr3Ioyy8dnnHulz3.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,e23f8e171cc5742b551a,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-08_jpeg.rf.qcRgWfGIU2A0BxKuIKOv.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,f90557f4640b942981a0,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-09 (1)_jpeg.rf.yezCkKXSBobsltVtqid5.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
,f2dc4416ff8058490f92,train,UNKNOWN,,,,,,,,,,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-13 (1)_jpeg.rf.xIPY6A9HgPy0gl960zyF.jpeg,needs_human_scene_and_ground_truth_review,Do not train or resplit from this row until scene_id and view are verified.
